,student,balance,income,default
5214,No,383.860155,31749.67842,No
5215,No,618.0316829,44419.54767,No
5216,No,565.2182999,29015.72406,No
5217,No,290.1459587,32862.55529,No
5218,Yes,576.9442788,22800.86705,No
5219,No,633.1271156,54034.35501,No
5220,Yes,1350.629002,11854.98444,No
5221,Yes,893.5582716,23033.81221,No
5222,Yes,895.3189658,20869.35594,No
5223,No,1470.572491,44490.32107,No
5224,No,789.2565112,43835.34027,No
5225,No,218.7690046,52074.66272,No
5226,Yes,531.6938027,15794.58161,No
5227,Yes,1268.537855,21336.8901,No
5228,No,0,34040.31291,No
5229,No,1046.562865,26555.48894,No
5230,No,389.9921752,29032.1127,No
5231,No,642.2346279,35800.08382,No
5232,No,391.9899522,35012.86961,No
5233,No,1483.689011,58310.51235,No
5234,Yes,438.5747709,17439.11495,No
5235,No,897.8616937,47557.5241,No
5236,No,0,41693.38584,No
5237,Yes,776.6390702,15338.8886,No
5238,No,112.4707089,34320.02615,No
5239,No,634.477776,56726.12001,No
5240,No,791.9474961,47886.52327,No
5241,No,1088.285306,43134.53141,No
5242,Yes,2018.358536,15472.84958,No
5243,No,1470.635273,40080.21475,No
5244,Yes,611.2088966,19733.2518,No
5245,No,1117.080028,42388.41555,No
5246,No,1589.990919,42268.27985,No
5247,No,0,57898.41516,No
5248,No,636.2386682,39172.36337,No
5249,Yes,714.3971711,17412.71798,No
5250,Yes,946.7796039,12881.40211,No
5251,No,108.0567758,41840.32581,No
5252,No,816.8883528,52492.34594,No
5253,No,5.88381628,45840.47246,No
5254,No,761.7506343,13889.13253,No
5255,Yes,1173.781343,15823.80548,No
5256,No,1418.475373,38034.14443,No
5257,Yes,864.3571268,10484.7705,No
5258,Yes,1101.160092,14307.00108,No
5259,No,0,46615.69803,No
5260,No,0,43782.25586,No
5261,No,582.3172218,29239.84607,No
5262,No,369.0504876,38418.86652,No
5263,No,966.0518775,10174.7298,No
5264,No,399.4456151,54329.92293,No
5265,No,51.88848659,41839.17339,No
5266,No,460.8794155,40046.02933,No
5267,No,1139.012728,36958.57801,No
5268,No,707.5731029,48790.40225,No
5269,Yes,1034.603151,18614.0375,No
5270,No,118.8698001,42823.57196,No
5271,Yes,461.0043408,15554.02977,No
5272,No,1057.275,42731.87641,No
5273,No,1035.485881,41714.37377,No
5274,No,1010.279513,34188.98465,No
5275,No,0,41199.79936,No
5276,No,656.0237254,36349.43699,No
5277,No,539.1375008,23561.43052,No
5278,No,1377.462061,49406.0727,No
5279,Yes,1322.145996,21272.57594,No
5280,Yes,1393.589491,23261.86324,No
5281,No,1324.013984,45114.74031,No
5282,No,1020.529557,35652.66346,No
5283,No,2033.540235,41629.23729,No
5284,No,888.6429126,19942.60287,No
5285,No,1350.116267,39555.96231,No
5286,Yes,1936.061862,13377.82884,Yes
5287,Yes,1406.917364,16427.10078,No
5288,No,282.8381245,29478.13801,No
5289,No,601.0825714,25319.3661,No
5290,Yes,1639.426608,14682.77666,No
5291,Yes,48.52809588,16647.30616,No
5292,No,324.5045318,51139.87685,No
5293,Yes,886.4015079,13995.88959,No
5294,No,967.4415738,51674.41937,No
5295,No,711.7376077,45419.88194,No
5296,No,1547.88079,50638.33959,No
5297,Yes,1200.594445,13772.98912,No
5298,No,0,45201.12871,No
5299,No,1454.981589,43821.22135,No
5300,No,355.4423386,46147.51787,No
5301,No,0,46927.78445,No
5302,No,0,49784.33635,No
5303,No,282.8653131,39961.03982,No
5304,No,303.7151177,29048.03524,No
5305,No,157.7630016,36206.28569,No
5306,No,300.0004665,41189.4522,No
5307,No,463.9820725,43330.55244,No
5308,No,1654.234956,39580.12971,No
5309,No,762.5744974,45526.89479,No
5310,Yes,1887.881716,21901.1825,No
5311,No,1206.263492,34621.77331,No
5312,Yes,247.6531036,20444.75243,No
5313,No,576.7961199,39209.83287,No
5314,Yes,1214.408306,18055.23847,No
5315,No,987.7455283,40243.62002,No
5316,Yes,1257.01613,19247.90061,No
5317,No,524.0856189,40319.11814,No
5318,Yes,1236.207092,23364.04868,No
5319,No,1008.675001,68610.41206,No
5320,Yes,1474.779605,17382.46739,No
5321,No,772.3753146,36997.33674,No
5322,No,701.5525937,39526.57719,No
5323,No,0,28798.03997,No
5324,Yes,1165.895511,14969.28725,No
5325,No,0,28226.55795,No
5326,No,1429.221048,40564.88631,No
5327,Yes,806.6692357,17359.67476,No
5328,No,528.0893156,46389.34068,No
5329,No,963.4281482,60084.12648,No
5330,Yes,764.5271667,22578.63567,No
5331,No,573.699137,49465.75485,No
5332,No,1410.36924,62395.03815,No
5333,No,816.7410271,47272.33361,No
5334,Yes,1220.524914,12195.36195,No
5335,No,245.4387533,54133.03831,No
5336,Yes,1083.911282,8584.077577,No
5337,No,485.3488065,14676.29551,No
5338,No,677.758794,50309.06472,No
5339,No,286.6608747,34499.53263,No
5340,Yes,843.9202067,20754.02417,No
5341,No,831.8366199,41247.6422,No
5342,No,1024.326377,33832.48963,No
5343,No,1277.123098,42472.90827,No
5344,Yes,1221.943911,19127.35023,No
5345,No,967.2492817,27663.13407,No
5346,Yes,1556.904418,19272.23648,No
5347,Yes,419.729555,24679.73147,No
5348,No,276.1648843,53625.71409,No
5349,Yes,1407.497272,14688.3889,No
5350,No,1041.088023,39515.84302,No
5351,No,182.3254442,39703.26885,No
5352,No,162.2184867,41381.27071,No
5353,No,405.2739806,52571.18413,No
5354,No,887.1583614,51519.12648,No
5355,No,1844.883839,35508.67542,Yes
5356,No,792.9815259,37549.95,No
5357,Yes,942.1401049,23835.38547,No
5358,No,938.7858968,14524.35762,No
5359,No,18.90420269,35590.23258,No
5360,Yes,599.4709832,18575.40842,No
5361,Yes,679.809547,19263.12332,No
5362,No,601.2632926,24400.09625,No
5363,No,132.0810393,51694.73956,No
5364,No,743.0329689,25186.4259,No
5365,No,728.1868975,52515.06755,No
5366,No,467.2475637,33644.25784,No
5367,Yes,1104.933348,17377.49815,No
5368,Yes,310.1981818,14672.9257,No
5369,No,1575.712705,45957.24472,No
5370,Yes,1370.248937,13358.2742,No
5371,No,1593.432803,73554.2335,No
5372,No,463.0022177,42297.4578,No
5373,Yes,786.1060239,20954.45157,No
5374,Yes,731.5118011,26505.34452,No
5375,Yes,468.2732193,27054.89382,No
5376,No,219.1457095,37993.04368,No
5377,Yes,846.95907,20659.85327,No
5378,No,702.1592628,57468.40444,No
5379,Yes,1381.644434,11059.56807,No
5380,No,1455.505837,33455.04969,No
5381,No,1357.909718,43377.11218,No
5382,No,1032.627079,23349.83013,No
5383,No,798.8596367,48336.12931,No
5384,Yes,117.9030818,14649.85806,No
5385,No,234.743604,27499.95362,No
5386,No,890.2668722,36631.49842,No
5387,Yes,518.4788393,18635.50971,No
5388,No,1124.49596,31739.56375,No
5389,No,1468.788055,38521.8702,No
5390,No,938.1061788,13405.21094,No
5391,No,722.0291625,26984.25629,No
5392,No,610.641708,42899.84813,No
5393,No,407.7713007,18555.32354,No
5394,No,1057.228817,58133.52784,No
5395,No,1262.404516,57158.75502,No
5396,Yes,1082.674545,22417.55615,No
5397,No,1969.942924,29415.75329,Yes
5398,No,760.0996428,45921.34313,No
5399,No,929.3962543,23133.65981,No
5400,No,1177.249598,35419.61031,No
5401,No,309.2706808,42226.65131,No
5402,No,981.9439338,38483.53189,No
5403,No,200.162804,24280.13016,No
5404,No,1630.48301,54323.42289,No
5405,No,947.2354163,28310.49378,No
5406,No,537.3963542,40828.14012,No
5407,Yes,1292.568784,14859.24008,No
5408,No,356.8276454,39444.82535,No
5409,No,500.155117,34437.70689,No
5410,No,1345.70698,40802.88652,No
5411,Yes,1091.139756,19990.83533,No
5412,No,1025.527625,22741.3913,No
5413,No,403.2400249,42993.43641,No
5414,No,699.3426727,36957.68057,No
5415,No,1445.805164,15666.05743,No
5416,Yes,963.8992578,16561.25564,No
5417,No,542.7656016,52625.41571,No
5418,No,766.9290949,25376.10376,No
5419,No,808.4291276,29212.90473,No
5420,No,736.5367299,46416.18292,No
5421,No,1076.139823,31845.95153,No
5422,Yes,731.3148595,11510.15147,No
5423,No,236.0037059,38202.51384,No
5424,No,1382.454952,40394.3086,No
5425,Yes,915.5715469,22586.33828,No
5426,No,176.5969458,48957.75638,No
5427,Yes,639.9996263,19900.0064,No
5428,Yes,950.6780086,20435.81781,No
5429,No,1320.711115,29105.44244,No
5430,Yes,1203.029399,15952.45202,No
5431,No,1335.935254,19482.20628,No
5432,Yes,1647.282248,16154.46228,Yes
5433,Yes,1434.386464,15761.69962,No
5434,No,307.4762385,36120.96859,No
5435,Yes,1277.8949,20649.92999,No
5436,No,998.3930699,46051.92286,No
5437,No,561.343259,44403.99429,No
5438,Yes,1577.083581,15230.8206,No
5439,Yes,412.0714443,12588.97113,No
5440,Yes,1758.406571,14272.27378,Yes
5441,Yes,251.4681938,19373.88802,No
5442,No,1353.131735,40164.04859,No
5443,No,10.19445669,32641.93256,No
5444,No,933.5547342,33633.14869,No
5445,Yes,1692.752538,23743.84195,No
5446,No,663.2504792,36276.86395,No
5447,No,51.53040142,36851.91287,No
5448,No,797.7426471,53398.92859,No
5449,No,0,50243.93117,No
5450,No,1217.072762,62764.09766,No
5451,No,0,44980.29304,No
5452,No,741.844666,45808.54028,No
5453,No,455.1844905,43513.35063,No
5454,Yes,1788.140822,26228.71044,No
5455,No,1253.773412,28153.01406,No
5456,No,918.0933737,44112.81017,No
5457,No,0,30241.94858,No
5458,Yes,699.1734013,17572.83106,No
5459,No,171.996377,33505.49343,No
5460,No,1326.348854,46587.08029,No
5461,No,1275.495303,40026.28595,No
5462,Yes,2247.421889,17926.72301,Yes
5463,No,993.7721191,52645.66309,No
5464,No,997.3795041,34824.84806,No
5465,Yes,652.3726691,12139.05712,No
5466,No,1124.886189,41989.0342,No
5467,No,1608.818447,36721.10348,No
5468,Yes,776.606473,4755.25219,No
5469,No,845.0207249,33895.23785,No
5470,No,570.0546987,42157.80771,No
5471,No,186.4381344,13325.12133,No
5472,No,0,48672.95601,No
5473,No,1429.488716,31995.488,No
5474,No,295.0566741,39479.75168,No
5475,No,896.5812766,54840.05787,No
5476,Yes,1562.532324,13754.33407,No
5477,No,889.3087417,33036.24479,No
5478,Yes,1805.682955,20727.64022,No
5479,No,1334.105928,43704.43086,No
5480,No,527.9402237,56820.82074,No
5481,No,1282.076946,52753.07657,No
5482,No,932.8287296,48165.18024,No
5483,Yes,1850.888247,21575.76333,No
5484,No,455.1907842,36488.15785,No
5485,No,748.2866448,45626.99455,No
5486,No,874.4787423,33485.52051,No
5487,Yes,538.7065362,16350.36018,No
5488,No,841.8517272,48615.01457,No
5489,No,1814.168195,28322.83919,No
5490,Yes,365.7044087,15953.97561,No
5491,No,401.1807575,39686.67595,No
5492,No,2096.136391,49992.52981,No
5493,No,1429.878559,33452.58756,No
5494,Yes,1737.347715,19202.71019,No
5495,No,1043.390338,45309.94897,No
5496,Yes,1155.456548,22194.47788,No
5497,Yes,931.649113,19179.44679,No
5498,No,146.7554609,49925.06939,No
5499,No,1406.947652,27667.83603,No
5500,Yes,705.8968256,18447.87609,No
5501,No,641.8039407,32628.64126,No
5502,No,379.6035635,42862.48889,No
5503,No,706.2267919,33920.45697,No
5504,No,577.1319969,43616.09623,No
5505,No,90.99981606,52387.59199,No
5506,No,549.3990418,48424.40438,No
5507,Yes,1102.434982,17391.77965,Yes
5508,Yes,1228.338796,18129.69406,No
5509,Yes,974.0143849,20108.10358,No
5510,No,263.6560618,50782.8322,No
5511,No,847.0691474,35581.29012,No
5512,No,835.1918091,39977.13147,No
5513,No,757.9077112,37088.83957,No
5514,Yes,1013.665766,13821.09008,No
5515,Yes,643.5770009,28765.91053,No
5516,Yes,757.2727635,18876.08916,No
5517,No,1248.278943,41100.62617,No
5518,No,699.2858502,41475.9821,No
5519,No,866.4026312,18586.72717,No
5520,No,697.6663826,35402.26796,No
5521,No,899.0968928,39630.63879,No
5522,No,674.2046296,46481.95268,No
5523,No,902.9239586,33778.40323,No
5524,No,1591.755806,46259.65998,No
5525,No,484.2173586,30178.57524,No
5526,No,751.6872866,51327.31727,No
5527,No,604.1949471,38292.7691,No
5528,No,640.6334699,46075.41506,No
5529,Yes,782.4451651,23447.21338,No
5530,No,1026.955197,40307.01102,No
5531,Yes,862.9022538,16157.86653,No
5532,Yes,780.5121258,14813.34158,No
5533,No,878.0093852,15262.93511,No
5534,No,481.8620283,32928.239,No
5535,Yes,1579.990032,13274.7315,No
5536,No,1.674025903,23001.66708,No
5537,No,514.8490253,37656.84787,No
5538,No,2087.678741,44997.36435,No
5539,Yes,973.5147102,20770.48403,No
5540,No,528.8724969,45235.49719,No
5541,No,1131.412434,37663.22687,No
5542,No,955.3433705,40368.59789,No
5543,No,759.0322605,45774.38354,No
5544,No,1023.852414,31492.99837,No
5545,No,1096.077756,30374.83472,No
5546,No,829.3296907,48734.16617,No
5547,No,792.3568717,39911.42723,No
5548,No,882.2645345,18379.51486,No
5549,Yes,733.8470899,16400.12834,No
5550,No,553.5194362,45385.31133,No
5551,Yes,822.9595949,8918.702539,No
5552,No,493.9599904,34621.75764,No
5553,No,88.25405671,43927.31589,No
5554,No,0,45077.57458,No
5555,No,611.8257349,21716.53436,No
5556,Yes,1096.692136,20856.58764,No
5557,No,191.6110706,35119.58138,No
5558,No,447.9581612,54044.82311,No
5559,No,1149.689188,39974.56302,No
5560,Yes,463.3000047,16416.61273,No
5561,No,1347.635595,58953.09267,No
5562,Yes,0,16979.89307,No
5563,No,643.0108474,27735.15824,No
5564,Yes,365.2229558,15375.15172,No
5565,No,289.6815694,45991.04432,No
5566,No,578.2906566,48044.38449,No
5567,No,1186.932729,51742.57644,No
5568,No,426.0072838,50874.56518,No
5569,No,1115.738777,48125.64676,No
5570,Yes,932.6958142,18743.31374,No
5571,Yes,1048.487596,22935.59545,No
5572,No,768.372947,44405.30875,No
5573,No,785.4947084,50683.15418,No
5574,Yes,865.2058661,22081.58164,No
5575,No,1801.801183,24152.26483,Yes
5576,No,950.3412748,64396.16534,No
5577,No,787.0429349,46266.94145,No
5578,No,982.8399888,32419.66505,No
5579,No,1175.389577,35339.55667,No
5580,Yes,887.2848722,13132.90135,No
5581,No,801.9944369,46439.00355,No
5582,No,1096.246733,42685.10729,No
5583,No,628.8553316,40490.42605,No
5584,Yes,567.7225809,14892.32445,No
5585,Yes,843.0087866,22037.47041,No
5586,Yes,1217.309875,10520.04307,No
5587,No,0,10593.92125,No
5588,No,1186.777951,38581.92786,No
5589,No,439.0438931,40148.10805,No
5590,Yes,778.9993533,10489.57353,No
5591,Yes,742.5493235,24505.01935,No
5592,Yes,763.3376238,15849.86396,No
5593,No,408.11603,39388.31756,No
5594,No,1071.258354,36869.05258,No
5595,No,1373.575601,22182.41659,No
5596,No,52.91808918,30506.35885,No
5597,Yes,1140.454363,18991.88604,No
5598,No,1162.299227,47513.12477,No
5599,Yes,1528.49437,22664.34935,No
5600,No,991.9611672,49910.09688,No
5601,No,592.4323214,32283.26412,No
5602,No,848.3276082,30472.71793,No
5603,No,309.5179821,35293.19357,No
5604,Yes,425.8446454,15324.758,No
5605,Yes,1268.486114,19862.04442,No
5606,Yes,898.6319508,15293.87405,No
5607,No,274.9569465,24102.39151,No
5608,No,399.443128,45360.93225,No
5609,Yes,850.3864062,6389.070569,No
5610,No,92.90008897,43955.88137,No
5611,No,854.0233346,32107.30834,No
5612,No,0,29721.34187,No
5613,No,1094.812833,32936.05866,No
5614,No,680.1644594,25391.63308,No
5615,No,1231.351894,29867.87647,No
5616,No,0,38228.26017,No
5617,No,830.0460942,51847.12293,No
5618,No,1267.001444,32752.19374,No
5619,No,1623.690272,36747.90398,No
5620,No,302.7190177,45260.39773,No
5621,No,439.9619588,28215.47884,No
5622,Yes,1016.825478,18703.55523,No
5623,No,1421.204764,47423.79177,No
5624,No,479.6771518,40995.03621,No
5625,Yes,925.8969167,12384.20423,No
5626,Yes,1192.702159,21597.75167,No
5627,No,1649.91703,36091.38475,No
5628,No,808.9991026,26379.8867,No
5629,No,752.0562947,49741.43152,No
5630,No,727.1907763,27282.19836,No
5631,No,845.60731,31633.08725,No
5632,No,445.6618979,46816.10511,No
5633,No,1459.044966,49753.80492,No
5634,Yes,988.6416096,22085.45082,No
5635,No,796.9912085,25159.55486,No
5636,No,903.4591316,33640.09968,No
5637,No,1163.083904,45488.75056,No
5638,No,1217.210527,33865.05058,No
5639,Yes,740.2286772,23469.3875,No
5640,No,1259.450524,28881.72525,No
5641,No,501.391686,42856.19,No
5642,No,808.6118886,48650.43388,No
5643,No,413.8882716,53142.0239,No
5644,Yes,666.4982302,11951.89879,No
5645,Yes,412.1607883,17679.52177,No
5646,Yes,372.6524955,22308.04128,No
5647,No,1235.076654,48687.55716,No
5648,No,853.2462216,41581.19534,No
5649,No,1911.668517,52802.08882,No
5650,No,357.9694607,57012.55088,No
5651,Yes,698.1579817,19582.81616,No
5652,No,918.4610912,32468.45074,No
5653,No,1741.914915,35067.42512,Yes
5654,No,577.4934767,39015.41684,No
5655,Yes,1415.681994,21856.32093,No
5656,Yes,1524.486833,15845.87125,No
5657,Yes,1171.441401,19213.38573,No
5658,Yes,396.8014841,26061.76425,No
5659,No,1236.158124,19682.7109,No
5660,No,1053.405495,52921.85379,No
5661,No,1207.040625,42171.98897,No
5662,No,528.9619452,27065.70528,No
5663,No,662.703255,48652.16994,No
5664,No,517.2285076,40248.58607,No
5665,No,938.8460043,40914.22823,No
5666,No,1823.636559,44260.15637,Yes
5667,No,638.7219872,48085.70791,No
5668,No,929.0226144,23889.68006,No
5669,Yes,282.2487063,19809.09867,No
5670,Yes,1429.609328,14827.89454,No
5671,Yes,672.3581632,24495.03762,No
5672,No,752.4667639,39896.10937,No
5673,No,471.346127,30337.14118,No
5674,No,270.5857589,44958.63127,No
5675,No,2075.327892,43817.49942,Yes
5676,No,96.80389905,31371.72608,No
5677,Yes,568.294951,13286.3505,No
5678,Yes,990.8805619,21164.66399,No
5679,No,284.5609721,45542.1738,No
5680,No,983.8373408,28980.10202,No
5681,No,924.4373405,40987.48615,No
5682,No,857.1531969,31252.65135,No
5683,No,195.0223352,44222.97874,No
5684,No,1046.008996,45573.38377,No
5685,Yes,933.3504051,15557.63256,No
5686,No,0,43646.91172,No
5687,No,691.8920905,32512.19539,No
5688,Yes,1097.969621,16275.68364,No
5689,No,0,45374.99718,No
5690,Yes,402.909163,22752.32695,No
5691,No,1230.903161,44303.198,No
5692,No,959.4820389,31357.44633,No
5693,No,630.2291255,46713.63044,No
5694,Yes,1353.49303,16727.66372,No
5695,Yes,603.57519,15477.35388,No
5696,No,830.2500906,35377.85706,No
5697,No,858.1799645,30892.7358,No
5698,No,380.1735083,37395.71893,No
5699,Yes,1005.811733,12112.65742,No
5700,No,1027.825307,33089.46729,No
5701,No,456.003327,29898.00506,No
5702,No,1043.09783,30516.2627,No
5703,No,586.9688854,50317.65289,No
5704,No,271.9422082,27790.06928,No
5705,No,419.7290517,37444.53606,No
5706,Yes,597.1123802,12660.81457,No
5707,No,342.9573696,43688.53486,No
5708,No,728.2789548,30028.18011,No
5709,Yes,513.8367632,9879.115221,No
5710,No,795.9586091,22570.4834,No
5711,No,1.976691657,51672.36067,No
5712,No,1355.64122,36671.65987,No
5713,Yes,319.2626761,24881.38566,No
5714,No,1719.169241,57866.05876,No
5715,Yes,1191.085574,20895.40819,No
5716,No,984.4391631,25294.86799,No
5717,No,947.7959041,45284.20595,No
5718,No,949.0387135,47760.40017,No
5719,Yes,219.7286195,18401.98242,No
5720,No,1465.743931,25521.26989,No
5721,Yes,645.3388269,20122.20229,No
5722,Yes,856.5644805,23199.97702,No
5723,Yes,912.8325373,19467.97931,No
5724,Yes,774.3476913,15147.40509,No
5725,Yes,1376.340022,17101.42779,No
5726,No,699.6803861,50267.84987,No
5727,Yes,903.4586502,17254.9607,No
5728,Yes,1150.547186,23705.95342,No
5729,No,751.338737,42736.4281,No
5730,No,556.077321,25371.21377,No
5731,No,751.3922405,29875.04689,No
5732,No,425.9869196,39772.75241,No
5733,No,297.6808143,26586.53383,No
5734,No,507.2462937,46106.23331,No
5735,No,865.6970038,33541.04638,No
5736,Yes,1265.527377,14672.25618,No
5737,No,564.4113065,39643.53629,No
5738,No,621.0412193,50804.67531,No
5739,No,1205.59069,25920.86062,No
5740,No,1943.9323,24193.60895,No
5741,No,415.2887519,35790.13089,No
5742,Yes,1169.420444,19879.24817,No
5743,No,685.636884,49260.62537,No
5744,No,781.9190194,54925.50779,No
5745,No,651.3743295,44648.69641,No
5746,No,490.2510328,49222.49138,No
5747,No,976.2895424,35909.43829,No
5748,No,1476.838123,41154.88175,No
5749,No,752.9482339,62329.12133,No
5750,No,511.605907,29914.17626,No
5751,Yes,1384.372132,21059.60487,No
5752,Yes,1031.670446,22440.62198,No
5753,Yes,1491.507493,23636.16481,No
5754,No,672.2363541,46336.05827,No
5755,Yes,644.413564,23319.64913,No
5756,No,539.5934291,9950.229447,No
5757,Yes,0,17648.35555,No
5758,No,919.8126372,44316.35833,No
5759,No,1249.872794,50418.04452,No
5760,No,539.8053161,35924.61001,No
5761,No,1162.11326,49255.14433,No
5762,No,944.4502979,47463.33358,No
5763,No,0,29675.04039,No
5764,Yes,1440.528795,20882.01732,No
5765,Yes,1558.471919,17470.4767,No
5766,No,854.1406227,52239.80024,No
5767,No,468.5494575,53273.91902,No
5768,No,902.4974099,56947.86374,No
5769,No,897.2856085,66547.91535,No
5770,Yes,422.1894101,14366.56905,No
5771,No,194.5759668,44543.781,No
5772,Yes,487.5114038,17713.58867,No
5773,No,1558.860467,42112.3133,No
5774,No,630.0289508,43547.54217,No
5775,No,1056.65463,30711.86121,No
5776,No,1712.470037,40395.34637,No
5777,No,25.60294273,35464.24798,No
5778,No,1384.850571,40131.49389,No
5779,No,961.365709,42619.07773,No
5780,No,229.214974,68145.13373,No
5781,No,778.791565,53219.52735,No
5782,No,653.4362222,41440.92856,No
5783,No,961.4888501,27717.615,Yes
5784,No,1084.457564,33080.96538,No
5785,Yes,869.6677558,20285.25178,No
5786,No,818.334937,27390.83691,No
5787,No,416.8611818,39672.5173,No
5788,No,250.8352449,58139.02159,No
5789,No,0,48411.0769,No
5790,Yes,481.5883754,19623.46054,No
5791,Yes,1506.911513,23375.64593,No
5792,No,1100.008931,34358.07468,No
5793,No,220.6667528,64467.7334,No
5794,Yes,789.2835878,20370.17371,No
5795,No,41.35917584,47351.83354,No
5796,No,382.9626972,43645.94779,No
5797,No,567.9170514,28875.52181,No
5798,No,244.5090864,33751.24507,No
5799,Yes,815.341565,26064.36562,No
5800,No,529.0726813,43914.67143,No
5801,No,736.4185577,48660.15108,No
5802,Yes,0,17744.92997,No
5803,Yes,1260.341165,11696.67776,No
5804,Yes,708.213553,12092.31447,No
5805,Yes,99.99761123,4376.810337,No
5806,No,1143.30818,48630.03384,No
5807,Yes,892.3838609,17841.5227,No
5808,No,1250.047245,50883.71442,No
5809,No,415.6553667,43389.66075,No
5810,Yes,1058.867384,16059.83275,No
5811,No,857.6996646,43162.67365,No
5812,No,1429.767205,37255.9111,No
5813,Yes,322.266857,19231.93909,No
5814,No,572.1867296,35926.37624,No
5815,No,1438.758473,24061.6476,No
5816,Yes,1742.886938,20344.42801,No
5817,No,325.2675938,39431.53541,No
5818,No,1091.418551,43091.15686,No
5819,No,1252.409529,53237.10354,No
5820,No,607.4312695,34541.302,No
5821,No,1258.764794,26331.3724,Yes
5822,No,1026.702707,33915.04884,No
5823,Yes,590.5662326,9143.396433,No
5824,Yes,1218.170346,18918.37715,No
5825,No,260.6188019,42125.14867,No
5826,Yes,1498.070591,13274.63056,No
5827,No,909.9468758,53430.89543,No
5828,Yes,1167.110583,18676.56977,No
5829,No,923.6855831,38403.01062,No
5830,Yes,1275.197078,15793.90917,No
5831,No,709.2575197,23249.93691,No
5832,No,682.9880122,41679.75979,No
5833,No,1355.961899,25208.04886,No
5834,Yes,1815.889294,15490.02827,No
5835,No,698.2917247,43876.16188,No
5836,No,189.1298582,28827.21309,No
5837,No,1418.70284,35619.96673,No
5838,No,670.4225823,53666.19234,No
5839,No,206.0163452,38550.37667,No
5840,No,1616.962125,47504.6645,No
5841,No,995.5295997,24126.61036,No
5842,No,591.0368363,30834.71179,No
5843,No,1294.903234,52338.22146,No
5844,Yes,1259.372813,22361.05474,No
5845,Yes,1313.35267,17437.61583,No
5846,No,0,24461.85446,No
5847,Yes,769.4791217,27515.57093,No
5848,Yes,571.5771218,15325.0791,No
5849,No,756.0879108,49163.2233,No
5850,No,183.4286922,39020.22886,No
5851,No,1054.805589,52290.34067,No
5852,No,1386.207726,44536.4873,No
5853,No,596.1879849,45929.44918,No
5854,Yes,1029.916975,16691.80329,No
5855,No,417.5384554,31730.8666,No
5856,No,1218.421391,40449.31171,No
5857,No,210.7807881,46326.76112,No
5858,No,1178.158858,44437.20214,Yes
5859,No,997.6251137,30670.94715,No
5860,No,637.902181,48425.72265,No
5861,No,0,54245.1198,No
5862,No,350.051852,48411.98668,No
5863,No,1517.918958,49400.17084,No
5864,No,190.6411053,31463.41998,No
5865,No,971.5836736,41278.41903,No
5866,Yes,925.3906782,16427.57101,No
5867,No,1637.839922,34107.08056,No
5868,No,224.5924725,27246.0453,No
5869,No,255.117031,55980.07404,No
5870,No,1201.016548,41585.83205,No
5871,No,1075.570111,51370.2097,No
5872,No,438.4202406,29899.82216,No
5873,Yes,1246.437178,15756.71825,No
5874,Yes,1655.11286,17269.79891,No
5875,No,1063.816802,38457.24929,No
5876,No,1626.563799,43592.8405,No
5877,No,409.40402,48746.43435,No
5878,No,1018.673018,38421.81091,No
5879,Yes,1090.891882,20421.95772,No
5880,No,324.885414,36555.39975,No
5881,Yes,1085.152966,20054.8985,No
5882,Yes,869.772061,18724.40368,No
5883,Yes,608.8406483,24523.8541,No
5884,Yes,1042.972565,9595.587571,No
5885,Yes,1276.667762,19073.10852,No
5886,No,928.0940903,55894.66202,No
5887,No,1592.763904,35084.09317,No
5888,No,0,39653.92321,No
5889,No,340.999798,48058.38318,No
5890,No,81.53186513,40847.81131,No
5891,Yes,2145.607674,23516.19134,Yes
5892,No,654.4160098,47244.70418,No
5893,Yes,1155.780577,15146.89646,No
5894,No,1745.313528,49090.12856,No
5895,No,534.7848919,46138.43179,No
5896,No,584.8374117,39553.1715,No
5897,No,1365.556851,38511.3198,No
5898,Yes,946.3671498,12532.65752,No
5899,No,263.190295,34112.47197,No
5900,Yes,1090.925059,18935.81822,No
5901,No,835.189928,44678.83175,No
5902,No,1265.535986,35133.21729,No
5903,No,357.5066215,66404.68311,No
5904,Yes,564.0054409,16502.33737,No
5905,No,817.9277097,59431.83918,No
5906,No,1366.278621,41192.46265,No
5907,No,836.3431371,34559.1584,No
5908,No,0,27367.78266,No
5909,Yes,780.2279181,25228.71073,No
5910,No,995.8773192,52860.58494,No
5911,No,0,22827.18449,No
5912,No,554.3445863,31028.9242,No
5913,No,1204.578841,39583.12053,No
5914,No,1053.375879,39612.67194,No
5915,No,821.498847,39318.48939,No
5916,Yes,470.9123472,24074.36465,No
5917,Yes,1534.853735,21678.35097,No
5918,No,1177.976867,50811.75946,No
5919,Yes,1151.899517,15097.51233,No
5920,Yes,906.4390691,24662.29072,No
5921,Yes,1513.542437,13246.37528,No
5922,No,740.8851866,34196.06746,No
5923,No,1176.414512,57318.70197,No
5924,No,208.2950791,37295.80198,No
5925,Yes,375.3063048,19342.15809,No
5926,Yes,953.1305453,18057.78649,No
5927,No,280.9559003,37690.03348,No
5928,No,399.1294716,38004.10498,No
5929,No,1229.858122,58399.49667,No
5930,No,1740.864107,46458.60612,No
5931,Yes,795.1395535,24606.15429,No
5932,No,584.8167761,47449.62424,No
5933,No,1140.748209,39017.07762,No
5934,No,1202.316722,49914.52204,No
